DN,Longitude,Latitude
"1",124.2444245,7.2026803
"1",124.2466580,7.2026139
"1",124.2390511,7.2025441
"1",124.2443936,7.2024392
"1",124.2376922,7.2023669
"1",124.2478345,7.2023394
"1",124.2327114,7.2022899
"1",124.2400459,7.2020893
"1",124.2000792,7.2018039
"1",124.2411314,7.2016341
"1",124.1794619,7.2017068
"1",124.2383692,7.2015512
"1",124.2446628,7.2015341
"1",124.2061761,7.2015467
"1",124.2375087,7.2014631
"1",124.2409498,7.2014537
"1",124.2423081,7.2014500
"1",124.2457040,7.2014408
"1",124.2419454,7.2012702
"1",124.2350629,7.2011983
"1",124.2390474,7.2011876
"1",124.2600563,7.2011302
"1",124.2296293,7.2011225
"1",124.2379602,7.2010096
"1",124.2407677,7.2010925
"1",124.2301724,7.2010306
"1",124.2364204,7.2008781
"1",124.2210710,7.2008741
"1",124.2334319,7.2008410
"1",124.2397708,7.2008239
"1",124.2484642,7.2008002
"1",124.1725773,7.2009105
"1",124.2345183,7.2007476
"1",124.2451134,7.2007189
"1",124.2471661,7.2007435
"1",124.2428491,7.2005894
"1",124.2433020,7.2006334
"1",124.2457470,7.2006268
"1",124.2364195,7.2005616
"1",124.2417622,7.2005019
"1",124.2425772,7.2004997
"1",124.2514970,7.2005206
"1",124.2194853,7.2005166
"1",124.2390454,7.2004641
"1",124.2318910,7.2003025
"1",124.2049955,7.2002837
"1",124.2370977,7.2001980
"1",124.2414897,7.2001861
"1",124.1778280,7.2002187
"1",124.2308944,7.2001243
"1",124.2058100,7.2001007
"1",124.2385914,7.2000131
"1",124.2355124,7.1999762
"1",124.2387723,7.1999222
"1",124.2351498,7.1998415
"1",124.2471031,7.1998091
"1",124.2304859,7.1997637
"1",124.2471934,7.1997184
"1",124.2041791,7.1997432
"1",124.2390432,7.1996501
"1",124.2393601,7.1996493
"1",124.2503626,7.1996194
"1",124.2453818,7.1995425
"1",124.2311644,7.1994905
"1",124.2394955,7.1994680
"1",124.2464683,7.1994491
"1",124.2335186,7.1993937
"1",124.2344694,7.1993912
"1",124.2456530,7.1993609
"1",124.2490488,7.1993516
"1",124.2501808,7.1993485
"1",124.1758337,7.1994551
"1",124.2399476,7.1992407
"1",124.2462865,7.1992235
"1",124.2381364,7.1992004
"1",124.2467389,7.1990866
"1",124.2365965,7.1990237
"1",124.2397659,7.1990151
"1",124.2442031,7.1990031
"1",124.2452896,7.1989097
"1",124.2467384,7.1989057
"1",124.2385881,7.1987922
"1",124.2389504,7.1988364
"1",124.2053539,7.1988357
"1",124.2397652,7.1987438
"1",124.2563368,7.1986986
"1",124.2318866,7.1986746
"1",124.2391311,7.1986551
"1",124.2383158,7.1985668
"1",124.2386325,7.1984756
"1",124.2397644,7.1984725
"1",124.2429339,7.1984639
"1",124.2462844,7.1984548
"1",124.2048096,7.1984754
"1",124.2335612,7.1983988
"1",124.2054430,7.1982928
"1",124.2344662,7.1982155
"1",124.2389487,7.1982034
"1",124.2444723,7.1980980
"1",124.2039937,7.1981158
"1",124.2372277,7.1980272
"1",124.2458304,7.1980038
"1",124.2467357,7.1979109
"1",124.2074343,7.1979258
"1",124.2402151,7.1977025
"1",124.2489991,7.1977239
"1",124.2031777,7.1977562
"1",124.2297106,7.1976857
"1",124.2389020,7.1976609
"1",124.2455731,7.1977332
"1",124.2462822,7.1976408
"1",124.2658420,7.1975872
"1",124.2370453,7.1975755
"1",124.2323362,7.1974977
"1",124.2480928,7.1974550
"1",124.2094254,7.1974684
"1",124.1828920,7.1974473
"1",124.2032673,7.1973942
"1",124.2408478,7.1972486
"1",124.2098777,7.1972863
"1",124.1840683,7.1970825
"1",124.2403942,7.1969333
"1",124.1831623,7.1969039
"1",124.2409370,7.1967510
"1",124.2039901,7.1967592
"1",124.2315190,7.1966860
"1",124.2560594,7.1966193
"1",124.2663826,7.1965909
"1",124.2408457,7.1964799
"1",124.2560589,7.1964384
"1",124.1851534,7.1964466
"1",124.2155803,7.1963668
"1",124.2432902,7.1962924
"1",124.2345967,7.1962255
"1",124.2433805,7.1962017
"1",124.2453727,7.1961963
"1",124.2488137,7.1961417
"1",124.2346870,7.1961348
"1",124.2468662,7.1959662
"1",124.2048028,7.1958979
"1",124.2160319,7.1959134
"1",124.2433795,7.1958400
"1",124.1858764,7.1959021
"1",124.2020860,7.1958598
"1",124.2457036,7.1957734
"1",124.2556947,7.1957159
"1",124.2528872,7.1956332
"1",124.2332366,7.1955961
"1",124.2342327,7.1955934
"1",124.2441933,7.1953856
"1",124.2467286,7.1952882
"1",124.2463206,7.1951085
"1",124.2558738,7.1949919
"1",124.2162101,7.1948277
"1",124.2489909,7.1947395
"1",124.1860547,7.1948163
"1",124.2163910,7.1947368
"1",124.2486285,7.1946500
"1",124.2521601,7.1946404
"1",124.2527029,7.1944580
"1",124.2346823,7.1944165
"1",124.2162089,7.1943755
"1",124.2427405,7.1939425
"1",124.2428308,7.1938518
"1",124.2486262,7.1938361
"1",124.1877729,7.1939075
"1",124.2346806,7.1937834
"1",124.1875010,7.1938177
"1",124.1940211,7.1938008
"1",124.2422260,7.1934616
"1",124.2473574,7.1934326
"1",124.2353135,7.1934200
"1",124.2513406,7.1930147
"1",124.2402008,7.1924119
"1",124.2386606,7.1921448
"1",124.2444561,7.1921291
"1",124.2459049,7.1921252
"1",124.2394741,7.1916000
"1",124.2413749,7.1912783
"1",124.2391097,7.1907870
"1",124.2398340,7.1907398
"1",124.2311405,7.1906276
"1",124.2395617,7.1905145
"1",124.2199111,7.1904315
"1",124.2202732,7.1903854
"1",124.2430023,7.1903243
"1",124.2454470,7.1902272
"1",124.2295093,7.1901798
"1",124.2458995,7.1901355
"1",124.2428202,7.1899630
"1",124.2451743,7.1898662
"1",124.2320416,7.1889973
"1",124.2416390,7.1884740
"1",124.2226215,7.1880729
"1",124.2230741,7.1880265
"1",124.2237986,7.1880246
"1",124.2431758,7.1875202
"1",124.2439000,7.1874278
"1",124.2266033,7.1871127
"1",124.2284141,7.1870174
"1",124.2287756,7.1867451
"1",124.2289565,7.1866542
"1",124.2285937,7.1864290
"1",124.2248808,7.1863938
"1",124.2288197,7.1862928
"1",124.2295436,7.1861100
"1",124.2264193,7.1860279
"1",124.2291358,7.1859754
"1",124.2298600,7.1859056
"1",124.2294371,7.1857786
"1",124.2297689,7.1857024
"1",124.2267803,7.1855747
"1",124.2256934,7.1854872
"1",124.2237879,7.1840453
"1",124.2221577,7.1839592
"1",124.2286775,7.1839418
"1",124.2290393,7.1837599
"1",124.2437991,7.1836297
"1",124.2291746,7.1835787
"1",124.2281328,7.1834006
"1",124.2240555,7.1825071
"1",124.2230582,7.1820576
"1",124.2290342,7.1818607
"1",124.2229664,7.1816056
"1",124.2302104,7.1814958
"1",124.2610885,7.1814120
"1",124.2301196,7.1814056
"1",124.2231466,7.1812434
"1",124.2276739,7.1811409
"1",124.2246852,7.1809680
"1",124.2293012,7.1801417
"1",124.2244104,7.1797930
"1",124.2348221,7.1790868
"1",124.2614430,7.1786074
"1",124.2321042,7.1785967
"1",124.2335530,7.1785928
"1",124.2344563,7.1777764
"1",124.2337317,7.1776879
"1",124.2369899,7.1770913
"1",124.2507213,7.1762553
"1",124.2380741,7.1761840
"1",124.2438006,7.1758746
"1",124.2635146,7.1745773
"1",124.2537339,7.1741519
"1",124.2367103,7.1741528
"1",124.2559065,7.1739199
"1",124.2537331,7.1738354
"1",124.2449490,7.1735879
"1",124.2446763,7.1732269
"1",124.2445850,7.1729559
"1",124.2709345,7.1727028
"1",124.2443122,7.1725044
"1",124.2442209,7.1722333
"1",124.2487405,7.1693271
"1",124.3015260,7.1677336
"1",124.3015219,7.1662867
"1",124.2921750,7.1589877
"1",124.2923533,7.1579924
"1",124.2922625,7.1579022
"1",124.2921717,7.1578120
"1",124.3100519,7.1410308
"1",124.3106857,7.1410290
"1",124.3103228,7.1407587
"1",124.3142999,7.1383961
"1",124.3141638,7.1383060
"1",124.3140277,7.1382160
"1",124.3156505,7.1357696
"1",124.3181838,7.1351293
"1",124.3179926,7.1316029
"0",124.2411691,7.1934859
