DN,Longitude,Latitude
"1",121.0501174,14.6758091
"1",121.0523452,14.6758278
"1",121.0534591,14.6758371
"1",121.0901724,14.6760516
"1",121.0503975,14.6756307
"1",121.0889204,14.6759057
"1",121.0260786,14.6753349
"1",121.0529045,14.6755614
"1",121.0884570,14.6758116
"1",121.0167043,14.6751647
"1",121.0493780,14.6754414
"1",121.0508632,14.6754539
"1",121.0826094,14.6757182
"1",121.0163346,14.6749808
"1",121.0787127,14.6754600
"1",121.0510977,14.6751847
"1",121.0508664,14.6750924
"1",121.0825197,14.6753559
"1",121.0809425,14.6752525
"1",121.0181943,14.6746352
"1",121.0542097,14.6749397
"1",121.0181960,14.6744545
"1",121.0499414,14.6747232
"1",121.0884637,14.6750435
"1",121.0935699,14.6749951
"1",121.0180120,14.6742722
"1",121.0269229,14.6743480
"1",121.0295219,14.6743701
"1",121.0495717,14.6745393
"1",121.0925504,14.6748059
"1",121.0178279,14.6740899
"1",121.0495733,14.6743586
"1",121.0153234,14.6738877
"1",121.0261835,14.6739803
"1",121.0486467,14.6741701
"1",121.0830845,14.6744569
"1",121.0930169,14.6745387
"1",121.0892122,14.6743718
"1",121.0163460,14.6737157
"1",121.0230292,14.6737727
"1",121.0905122,14.6743373
"1",121.0505983,14.6739154
"1",121.0222883,14.6735857
"1",121.0260011,14.6736173
"1",121.0495789,14.6737261
"1",121.0827187,14.6738213
"1",121.0245192,14.6732432
"1",121.0904240,14.6737944
"1",121.0267482,14.6731266
"1",121.0158889,14.6729437
"1",121.0178385,14.6729152
"1",121.0905192,14.6735241
"1",121.0183963,14.6728296
"1",121.0429013,14.6730373
"1",121.0479137,14.6730795
"1",121.0482850,14.6730826
"1",121.0484706,14.6730842
"1",121.0513481,14.6731084
"1",121.0823514,14.6733664
"1",121.0427172,14.6728550
"1",121.0477296,14.6728972
"1",121.0519067,14.6729323
"1",121.0520923,14.6729339
"1",121.0523708,14.6729362
"1",121.0525564,14.6729378
"1",121.0935384,14.6732778
"1",121.0213690,14.6725838
"1",121.0103241,14.6723991
"1",121.0212770,14.6724926
"1",121.0523724,14.6727555
"1",121.0885738,14.6730562
"1",121.0142234,14.6723421
"1",121.0200719,14.6723016
"1",121.0204424,14.6723952
"1",121.0542305,14.6725903
"1",121.0764153,14.6727751
"1",121.0876471,14.6728678
"1",121.0140394,14.6721598
"1",121.0511681,14.6724743
"1",121.0879264,14.6727798
"1",121.0810896,14.6725728
"1",121.0875563,14.6726412
"1",121.0155261,14.6719917
"1",121.0159902,14.6719957
"1",121.0197967,14.6719378
"1",121.0200752,14.6719402
"1",121.0153421,14.6718094
"1",121.0763265,14.6723225
"1",121.0758631,14.6722283
"1",121.0208230,14.6713592
"1",121.0130265,14.6712474
"1",121.0155327,14.6712689
"1",121.0490420,14.6714624
"1",121.0919265,14.6718186
"1",121.0149774,14.6710834
"1",121.0795816,14.6716265
"1",121.0486723,14.6712785
"1",121.0959659,14.6716710
"1",121.0152574,14.6709050
"1",121.0458892,14.6710744
"1",121.0490460,14.6710105
"1",121.0913422,14.6713921
"1",121.0186942,14.6706633
"1",121.0205506,14.6706791
"1",121.0228712,14.6706989
"1",121.0230568,14.6707005
"1",121.0483970,14.6709147
"1",121.0956442,14.6713069
"1",121.0795863,14.6710843
"1",121.0227336,14.6705170
"1",121.0455211,14.6707098
"1",121.0922112,14.6710980
"1",121.0217606,14.6703279
"1",121.0453371,14.6705275
"1",121.0345714,14.6702560
"1",121.0451531,14.6703452
"1",121.0505367,14.6703905
"1",121.0896153,14.6707151
"1",121.0898937,14.6707174
"1",121.0174933,14.6700205
"1",121.0784772,14.6705329
"1",121.0936539,14.6706579
"1",121.0158233,14.6699158
"1",121.0431126,14.6701473
"1",121.0915661,14.6705504
"1",121.0975997,14.6705999
"1",121.0487755,14.6701046
"1",121.0440424,14.6699744
"1",121.0898041,14.6703552
"1",121.0943060,14.6703922
"1",121.0098861,14.6695036
"1",121.0429302,14.6697843
"1",121.0464574,14.6698140
"1",121.0940755,14.6702096
"1",121.0957928,14.6702236
"1",121.0892499,14.6700344
"1",121.0189841,14.6694006
"1",121.0408897,14.6695864
"1",121.0929632,14.6700197
"1",121.0489660,14.6695640
"1",121.0408913,14.6694057
"1",121.0926875,14.6697011
"1",121.0932440,14.6697509
"1",121.0407073,14.6692234
"1",121.0408929,14.6692249
"1",121.0427493,14.6692406
"1",121.0405233,14.6690411
"1",121.0407089,14.6690426
"1",121.0445154,14.6689843
"1",121.0394110,14.6688510
"1",121.0405249,14.6688604
"1",121.0822491,14.6691181
"1",121.0917643,14.6691061
"1",121.0945490,14.6691290
"1",121.0908369,14.6690081
"1",121.0930646,14.6690264
"1",121.0966848,14.6690561
"1",121.0506456,14.6685840
"1",121.0816497,14.6686613
"1",121.0908392,14.6687370
"1",121.0961302,14.6687805
"1",121.0920467,14.6686566
"1",121.0762680,14.6683909
"1",121.0904703,14.6684629
"1",121.0823022,14.6683504
"1",121.0494437,14.6680317
"1",121.0758991,14.6681168
"1",121.0779408,14.6681788
"1",121.0068411,14.6674894
"1",121.0071196,14.6674918
"1",121.0951142,14.6681847
"1",121.0308828,14.6675137
"1",121.0827707,14.6678573
"1",121.0306524,14.6673310
"1",121.0490776,14.6674412
"1",121.0882480,14.6678120
"1",121.0893627,14.6677308
"1",121.0303292,14.6671475
"1",121.0479650,14.6672963
"1",121.0488003,14.6673034
"1",121.0462958,14.6671016
"1",121.0893650,14.6674597
"1",121.0811974,14.6673021
"1",121.0477825,14.6669333
"1",121.0479682,14.6669349
"1",121.0661611,14.6670870
"1",121.0880683,14.6671328
"1",121.0475985,14.6667511
"1",121.0913174,14.6671143
"1",121.0793921,14.6667449
"1",121.0876085,14.6666319
"1",121.0885835,14.6665948
"1",121.0908572,14.6666587
"1",121.0907652,14.6665675
"1",121.0916950,14.6663944
"1",121.0073224,14.6655958
"1",121.0850594,14.6662043
"1",121.0795462,14.6662241
"1",121.0934153,14.6660471
"1",121.0855738,14.6657567
"1",121.0852961,14.6656640
"1",121.0885449,14.6656908
"1",121.0809347,14.6654925
"1",121.0920733,14.6655842
"1",121.0917972,14.6653108
"1",121.0922605,14.6654050
"1",121.0809371,14.6652214
"1",121.0896623,14.6652933
"1",121.0926942,14.6653483
"1",121.0690575,14.6649422
"1",121.0856733,14.6649893
"1",121.0863231,14.6649947
"1",121.0889237,14.6648354
"1",121.0083572,14.6640685
"1",121.0681333,14.6644827
"1",121.0869151,14.6645176
"1",121.0704562,14.6642309
"1",121.0882778,14.6643782
"1",121.0886208,14.6640798
"1",121.0872686,14.6630143
"1",121.0736247,14.6628113
"1",121.0846711,14.6628122
"1",121.0777143,14.6622125
"1",121.0895961,14.6622201
"1",121.0738183,14.6619092
"1",121.0774390,14.6618488
"1",121.0780272,14.6618235
"1",121.0837536,14.6615846
"1",121.0877491,14.6611205
"1",121.0697469,14.6604295
"1",121.0732787,14.6599166
"1",121.0792013,14.6598842
"1",121.0798713,14.6597000
"1",121.0800870,14.6592951
"1",121.0838040,14.6593408
"1",121.0888779,14.6594127
"1",121.0892492,14.6594158
"1",121.0733779,14.6591944
"1",121.0793651,14.6591988
"1",121.0720698,14.6591113
"1",121.0886010,14.6592297
"1",121.0827546,14.6590460
"1",121.0689266,14.6587056
"1",121.0696687,14.6587570
"1",121.0803736,14.6588607
"1",121.0895315,14.6589662
"1",121.0801576,14.6587987
"1",121.0692522,14.6586180
"1",121.0680464,14.6585176
"1",121.0803468,14.6583935
"1",121.0690233,14.6582546
"1",121.0833174,14.6583729
"1",121.0246590,14.6576559
"1",121.0678195,14.6579283
"1",121.0758014,14.6580397
"1",121.0693050,14.6578954
"1",121.0698619,14.6579001
"1",121.0700475,14.6579016
"1",121.0655466,14.6577738
"1",121.0657787,14.6577758
"1",121.0660571,14.6577781
"1",121.0675422,14.6577904
"1",121.0692129,14.6578043
"1",121.0702339,14.6578128
"1",121.0838318,14.6579253
"1",121.0877782,14.6577770
"1",121.0750636,14.6574913
"1",121.0862022,14.6575381
"1",121.0817009,14.6574558
"1",121.0709812,14.6572768
"1",121.0714453,14.6572806
"1",121.0688488,14.6569880
"1",121.0714477,14.6570095
"1",121.0731184,14.6570234
"1",121.0826794,14.6570121
"1",121.0001671,14.6562266
"1",121.0846317,14.6566667
"1",120.9993363,14.6557224
"1",121.0785081,14.6563450
"1",121.0781384,14.6561612
"1",121.0779856,14.6559491
"1",121.0777707,14.6557515
"1",121.0775863,14.6556144
"1",120.9962821,14.6547473
"1",121.0761036,14.6553311
"1",121.0796330,14.6550891
"1",121.0818214,14.6550426
"1",121.0756426,14.6549658
"1",121.0800097,14.6544596
"1",121.0739846,14.6535061
"1",121.0735221,14.6533215
"1",121.0675402,14.6527297
"1",121.0736196,14.6527801
"1",121.0534795,14.6525221
"1",121.0673097,14.6525470
"1",121.0748742,14.6526098
"1",121.0775659,14.6526321
"1",121.0649901,14.6524374
"1",121.0674033,14.6524575
"1",121.0703766,14.6521207
"1",121.0732531,14.6522349
"1",121.0757591,14.6522556
"1",121.0681498,14.6520118
"1",121.0780815,14.6520489
"1",121.0732555,14.6519638
"1",121.0705646,14.6518511
"1",121.0738139,14.6517877
"1",121.0567372,14.6515101
"1",121.0705670,14.6515800
"1",121.0673688,14.6511016
"1",121.0754913,14.6510334
"1",121.0793896,14.6510656
"1",121.0804101,14.6511192
"1",121.0789259,14.6510166
"1",121.0540523,14.6507195
"1",121.0706661,14.6508579
"1",121.0788338,14.6509255
"1",121.0561879,14.6506470
"1",121.0822224,14.6508631
"1",121.0575809,14.6505682
"1",121.0570252,14.6504280
"1",121.0602733,14.6505003
"1",120.9940990,14.6498487
"1",121.0581393,14.6503922
"1",121.0655645,14.6504540
"1",121.0753100,14.6505349
"1",121.0676076,14.6503355
"1",121.0673299,14.6502428
"1",121.0795819,14.6502991
"1",121.0627832,14.6500694
"1",121.0806044,14.6501268
"1",121.0827396,14.6500992
"1",121.0571232,14.6498415
"1",120.9933623,14.6492098
"1",121.0831124,14.6499215
"1",121.0752235,14.6498112
"1",121.0784728,14.6497477
"1",121.0822318,14.6497787
"1",121.0786128,14.6496585
"1",121.0771750,14.6495562
"1",121.0582417,14.6493086
"1",121.0822806,14.6495080
"1",121.0735568,14.6493456
"1",121.0727230,14.6491579
"1",121.0799626,14.6492178
"1",121.0801482,14.6492193
"1",121.0800562,14.6491282
"1",121.0562038,14.6488397
"1",121.0831199,14.6490631
"1",121.0845121,14.6490745
"1",120.9922576,14.6482062
"1",121.0811715,14.6489566
"1",121.0588970,14.6486815
"1",121.0770421,14.6488322
"1",121.0783879,14.6488433
"1",121.0664160,14.6486085
"1",121.0809419,14.6486836
"1",121.0616837,14.6484336
"1",121.0566730,14.6482562
"1",121.0627983,14.6483525
"1",121.0655363,14.6483753
"1",121.0664180,14.6483826
"1",121.0669749,14.6483872
"1",121.0684599,14.6483996
"1",121.0657691,14.6482869
"1",121.0551892,14.6481083
"1",121.0559317,14.6481145
"1",121.0674406,14.6482104
"1",121.0681831,14.6482165
"1",121.0776505,14.6482498
"1",121.0583457,14.6480443
"1",121.0758874,14.6481900
"1",121.0569543,14.6479423
"1",121.0612245,14.6478875
"1",121.0812746,14.6477827
"1",121.0818314,14.6477873
"1",121.0564014,14.6474858
"1",121.0780269,14.6476655
"1",120.9921771,14.6468500
"1",121.0576087,14.6474055
"1",121.0794199,14.6475866
"1",121.0592801,14.6473291
"1",121.0818338,14.6475162
"1",121.0772427,14.6471168
"1",121.0610476,14.6468920
"1",121.0616973,14.6468974
"1",121.0562221,14.6467614
"1",121.0642968,14.6468287
"1",121.0780796,14.6469430
"1",121.0845301,14.6469962
"1",121.0604931,14.6466163
"1",121.0619781,14.6466286
"1",121.0862023,14.6468292
"1",121.0528833,14.6464623
"1",121.0593801,14.6465166
"1",121.0793349,14.6466822
"1",121.0861103,14.6467381
"1",121.0854610,14.6466875
"1",121.0828634,14.6465306
"1",121.0751607,14.6463766
"1",121.0852773,14.6464601
"1",121.0791064,14.6462737
"1",121.0585488,14.6460578
"1",121.0785499,14.6462239
"1",121.0770197,14.6460757
"1",121.0837027,14.6460856
"1",121.0870447,14.6460228
"1",121.0604082,14.6457119
"1",121.0866743,14.6459294
"1",121.0590168,14.6456099
"1",121.0599449,14.6456176
"1",121.0776721,14.6457648
"1",121.0839370,14.6458165
"1",121.0595753,14.6454338
"1",121.0765151,14.6453937
"1",121.0599489,14.6451658
"1",121.0775837,14.6452670
"1",121.0764703,14.6452126
"1",121.0539177,14.6449347
"1",121.0742436,14.6451038
"1",121.0795339,14.6451476
"1",121.0854276,14.6451961
"1",121.0799996,14.6449707
"1",121.0845474,14.6450082
"1",121.0841773,14.6448695
"1",121.0846410,14.6449186
"1",121.0773096,14.6447677
"1",121.0797227,14.6447876
"1",121.0593052,14.6444827
"1",121.0759182,14.6446658
"1",121.0777744,14.6446812
"1",121.0783313,14.6446858
"1",121.0542938,14.6443956
"1",121.0763366,14.6445789
"1",121.0835760,14.6446387
"1",121.0768479,14.6444928
"1",121.0651866,14.6441551
"1",121.0796354,14.6441543
"1",121.0797313,14.6437936
"1",121.0716583,14.6435461
"1",121.0722175,14.6432797
"1",121.0711974,14.6431808
"1",121.0701772,14.6430820
"1",121.0782534,14.6429681
"1",121.0794730,14.6430040
"1",121.0701796,14.6428109
"1",121.0779766,14.6427851
"1",121.0784870,14.6427893
"1",121.0787191,14.6427912
"1",121.0776525,14.6426920
"1",121.0793703,14.6426158
"1",121.0590462,14.6422665
"1",121.0593247,14.6422688
"1",121.0596959,14.6422719
"1",121.0708332,14.6423645
"1",121.0780499,14.6423564
"1",121.0751962,14.6423102
"1",121.0732479,14.6422037
"1",121.0772852,14.6422371
"1",121.0700019,14.6419057
"1",121.0763131,14.6419580
"1",121.0719525,14.6417412
"1",121.0726022,14.6417465
"1",121.0608184,14.6412872
"1",121.0610040,14.6412887
"1",121.0707955,14.6413701
"1",121.0783612,14.6412520
"1",121.0740003,14.6410803
"1",121.0786404,14.6411639
"1",121.0728873,14.6409808
"1",121.0718676,14.6408368
"1",121.0719624,14.6406116
"1",121.0683439,14.6404461
"1",121.0800397,14.6403621
"1",121.0740085,14.6401315
"1",121.0728956,14.6400319
"1",121.0738245,14.6399493
"1",121.0741957,14.6399523
"1",121.0767016,14.6399731
"1",121.0769808,14.6398850
"1",121.0798580,14.6399087
"1",121.0780033,14.6397127
"1",121.0782818,14.6397150
"1",121.0739205,14.6395886
"1",121.0766584,14.6396112
"1",121.0769836,14.6395687
"1",121.0785626,14.6394462
"1",121.0768000,14.6393413
"1",121.0769856,14.6393428
"1",121.0574987,14.6388195
"1",121.0595445,14.6383847
"1",121.0231325,14.6312104
"1",120.9969831,14.6184259
"1",120.9964312,14.6178790
"1",121.0733020,14.6147316
"1",121.0756295,14.6138923
"1",121.0771186,14.6134076
"1",121.0746228,14.6122573
"1",121.0729529,14.6121984
"1",121.0737900,14.6119794
"1",121.0745344,14.6117596
"1",121.0683177,14.6116178
"1",121.0725864,14.6116531
"1",121.0765775,14.6115957
"1",121.0706408,14.6112755
"1",121.0788070,14.6113430
"1",121.0791790,14.6112557
"1",121.0679583,14.6102593
"1",121.0750125,14.6101369
"1",121.0786332,14.6099860
"1",121.0659207,14.6097905
"1",121.0711197,14.6095625
"1",121.0743680,14.6095441
"1",121.0740908,14.6094063
"1",121.0714949,14.6091137
"1",121.0790115,14.6091758
"1",121.0732588,14.6090379
"1",121.0168398,14.6084746
"1",121.0813951,14.6089845
"1",121.0736324,14.6087699
"1",121.0789226,14.6087232
"1",121.0809642,14.6087400
"1",121.0816137,14.6087453
"1",121.0713140,14.6085700
"1",121.0655928,14.6083720
"1",121.0796049,14.6085179
"1",121.0155455,14.6079214
"1",121.0659334,14.6083447
"1",121.0806881,14.6084666
"1",121.0812913,14.6084716
"1",121.0816161,14.6084742
"1",121.0791113,14.6083632
"1",121.0635222,14.6081439
"1",121.0653782,14.6081594
"1",121.0785553,14.6082683
"1",121.0816184,14.6082031
"1",121.0796705,14.6080967
"1",121.0800417,14.6080998
"1",121.0805521,14.6081040
"1",121.0808768,14.6081067
"1",121.0814336,14.6081113
"1",121.0817120,14.6081135
"1",121.0784657,14.6079061
"1",121.0794865,14.6079145
"1",121.0811568,14.6079282
"1",121.0803224,14.6078310
"1",121.0758689,14.6077039
"1",121.0825967,14.6077593
"1",121.0650125,14.6075237
"1",121.0797672,14.6076457
"1",121.0789328,14.6075484
"1",121.0823663,14.6075767
"1",121.0761497,14.6074351
"1",121.0623793,14.6072488
"1",121.0158349,14.6067039
"1",121.0622354,14.6067325
"1",121.0620517,14.6065051
"1",121.0759712,14.6066203
"1",121.0749512,14.6065215
"1",121.0775503,14.6064526
"1",121.0753239,14.6063439
"1",121.0757887,14.6062573
"1",121.0786654,14.6062810
"1",121.0652115,14.6059891
"1",121.0744447,14.6060655
"1",121.0748623,14.6060689
"1",121.0807085,14.6061171
"1",121.0776470,14.6060015
"1",121.0618725,14.6057806
"1",121.0621509,14.6057829
"1",121.0652131,14.6058084
"1",121.0808964,14.6058476
"1",121.0615029,14.6055968
"1",121.0629876,14.6056092
"1",121.0777425,14.6056860
"1",121.0809900,14.6057580
"1",121.0652155,14.6055373
"1",121.0754234,14.6055765
"1",121.0628036,14.6054269
"1",121.0739399,14.6054287
"1",121.0642899,14.6052585
"1",121.0650331,14.6051743
"1",121.0731983,14.6053322
"1",121.0620180,14.6050589
"1",121.0738958,14.6051573
"1",121.0731086,14.6049700
"1",121.0749669,14.6047143
"1",121.0611412,14.6045094
"1",121.0828554,14.6046889
"1",121.0741333,14.6045266
"1",121.0575710,14.6042086
"1",121.0729290,14.6042908
"1",121.0756196,14.6043582
"1",121.0764548,14.6043650
"1",121.0775683,14.6043742
"1",121.0735789,14.6042509
"1",121.0739509,14.6041636
"1",121.0759004,14.6040894
"1",121.0824889,14.6041436
"1",121.0799842,14.6040326
"1",121.0764583,14.6039584
"1",121.0616117,14.6037753
"1",121.0734893,14.6038887
"1",121.0766473,14.6035759
"1",121.0579509,14.6032177
"1",121.0763706,14.6033703
"1",121.0571637,14.6030304
"1",121.0751659,14.6031796
"1",121.0708981,14.6030540
"1",121.0756330,14.6028220
"1",121.0780465,14.6027515
"1",121.0784176,14.6027545
"1",121.0761961,14.6021036
"1",121.0739706,14.6019045
"1",121.0770328,14.6019298
"1",121.0804662,14.6019581
"1",121.0776847,14.6016641
"1",121.0802365,14.6016851
"1",121.0751800,14.6015530
"1",121.0773615,14.6014807
"1",121.0800069,14.6014121
"1",121.0619137,14.6010817
"1",121.0784322,14.6010828
"1",121.0755567,14.6009236
"1",121.0805676,14.6009648
"1",121.0756503,14.6008340
"1",121.0769541,14.6003025
"1",121.0748210,14.6001493
"1",121.0592329,14.5998846
"1",121.0767717,14.5999395
"1",121.0790915,14.5999586
"1",121.0581706,14.5993336
"1",121.0755756,14.5987548
"1",121.0788261,14.5984653
"1",121.0772954,14.5984075
"1",121.0773129,14.5981667
"1",121.0777153,14.5981399
"1",121.0792000,14.5981521
"1",121.0584153,14.5978897
"1",121.0587904,14.5974410
"1",121.0747507,14.5975732
"1",121.0754930,14.5975793
"1",121.0786480,14.5976053
"1",121.0789263,14.5976076
"1",121.0792527,14.5974296
"1",121.0798558,14.5974345
"1",121.0777224,14.5973266
"1",121.0590731,14.5969463
